genres,title_x,actors,TMDB_Genre,Vote_Average,Vote_Count
Drama|Family,Swarag Se Sunder,Jeetendra|Jaya Prada|Mithun Chakraborty|Padmini Kolhapure|Asrani|Aruna Irani|Prem Chopra|Kader Khan|Satyendra Kapoor|Shoma Anand|,"Family, Drama",5.0,1.0
Drama,Swati,Shashi Kapoor|Sharmila Tagore|Meenakshi Sheshadri|Vinod Mehra|Madhuri Dixit|Akbar Khan|Sarika|Madhu Kapoor|Raja Bundela|Feroz|Shubha Khote|Dinesh Hingoo|Mahendra Sharma|Shree Bhagwan|,Romance,0.0,0.0
Action|Drama|Horror,Tahkhana,Rana Jung Bahadur|Hemant Birje|Deepak|Sunil Dhawan|Arti Gupta|Puneet Issar|Trilok Kapoor|Huma Khan|Imtiaz Khan|Raj Kishore|Amarnath Mukherjee|Narendra Nath|Rajendra Nath|Tanuja Ramsay|,Horror,0.0,0.0
Drama,Tan-Badan,Govinda|Kushboo|Jyoti Patel|Sharat Saxena|Satyendra Kapoor|Raj Mehra|T.P. Jain|Geeta Khanna|Vijay Kashyap|Farhat|Ram P. Sethi|Viju Khote|Birbal|Raj Kishore|,Drama,7.0,1.0
Action|Adventure|Crime,Shatru,Rajesh Khanna|Shabana|Ashok Kumar|Raj Kiran|Prem Chopra|Om Shivpuri|Anup Kumar|Manmauji|Sudhir|Arun Govil|Mac Mohan|Sajjan|Golam Mustafa|Syed Hasan Imam|,"Crime, Drama",0.0,0.0
Action|Drama,Aaj Ka Daur,Jackie Shroff|Padmini Kolhapure|Nirupa Roy|Kader Khan|Shakti Kapoor|,"Action, Drama",9.0,1.0
Drama,Zindagani,Rakhee Gulzar|Mithun Chakraborty|Rati Agnihotri|Ranjeet|Suresh Oberoi|Amjad Khan|Iftekhar|Seema Deo|Paintal|Manik Irani|Madhu Malini|Manmauji|Alka Noopur|Kirti Kumar|,"Action, Drama",0.0,0.0
Drama,Aakhir Kyon?,Rajesh Khanna|Smita Patil|Rakesh Roshan|Tina Ambani|Asrani|Sujit Kumar|Shubha Khote|Beena Banerjee|Achala Nagar|Shivraj|Baby Guddu|Renu Joshi|Roop Kumar Razdan|Sunil Dhawan|,Drama,4.333,3.0
Drama,Aandhi-Toofan,Shashi Kapoor|Hema Malini|Danny Denzongpa|Shatrughan Sinha|Mithun Chakraborty|Meenakshi Sheshadri|Raj Kiran|Mazhar Khan|Kaajal Kiran|Mac Mohan|Sudhir|Goga Kapoor|Tej Sapru|Om Shivpuri|,Drama,0.0,0.0
Action,Aar Paar,Mithun Chakraborty|Rozina|Utpal Dutt|Nuton|Golam Mustafa|Ahmed Sharif|Tarun Ghosh|A.T.M. Shamsuzzaman|Syed Hasan Imam|Amol Bose|Sumita Devi|Manik Dutt|Asit Kumar Sen|Maya Ghosh|,"Action, Romance",10.0,1.0
Action|Adventure|Comedy,Adventures of Tarzan,Kimi Katkar|Dalip Tahil|Om Shivpuri|Hemant Birje|Narendra Nath|Raja Duggal|R.S. Malik|Suresh|Narinder Anand|Durga Prasad|Gautam Sarin|Sunita|,Adventure,3.0,1.0
Action|Thriller,Aitbaar,Raj Babbar|Dimple Kapadia|Danny Denzongpa|Sharat Saxena|Suresh Oberoi|Leena Das|Anupam Kher|Huma Khan|,"Action, Thriller",5.2,5.0
Family|Musical|Romance,Alag Alag,Rajesh Khanna|Shashi Kapoor|Tina Ambani|Sushma Seth|Om Prakash|Deven Verma|Urmila Bhatt|Om Shivpuri|Gita Siddharth|,"Science Fiction, Fantasy, Thriller, Drama",4.4,10.0
Crime|Drama,Aghaat,Om Puri|Bharat Gopy|Pankaj Kapur|Naseeruddin Shah|Deepa Sahi|Amrish Puri|Sadashiv Amrapurkar|Rohini Hattangadi|,Crime,7.875,8.0
Drama,Ameer Aadmi Gharib Aadmi,Amitabh Bachchan|Zeenat Aman|,N/A,,
Drama,Ankahee,Amol Palekar|Deepti Naval|Devika Mukherjee|Shreeram Lagoo|Dina Pathak|Anil Chatterjee|Vinod Mehra|Vidhu Vinod Chopra|Chandu Parkhi|Anant Bhave|Bal Sapre|,,5.5,6.0
Action|Crime|Drama,Arjun,Sunny Deol|Dimple Kapadia|Raj Kiran|Anupam Kher|Satyajeet|Supriya Pathak|A.K. Hangal|Shashikala|Prem Chopra|Shafi Inamdar|Paresh Rawal|Annu Kapoor|Sunder|Raja Bundela|,"Drama, Action, Romance, Crime",5.375,8.0
Drama|Family,Awara Baap,Rajesh Khanna|Meenakshi Sheshadri|Rajan Sippy|Madhuri Dixit|Om Prakash|Iftekhar|Bharat Bhushan|Om Shivpuri|Savita Bajaj|Brahm Bhardwaj|Hameed|Rana Jagbahadur|Kamaldeep|Pinchoo Kapoor|,"Drama, Family",0.0,0.0
Drama|Family,Babu,Rajesh Khanna|Hema Malini|Mala Sinha|Rati Agnihotri|Madan Puri|Baby Geeta|Deepak Parashar|Om Shivpuri|Navin Nischol|Rajendra Nath|Paintal|Agha|,"Drama, Family",6.5,2.0
Drama|Family,Baadal,Shammi Kapoor|Mithun Chakraborty|Poonam Dhillon|Arun Govil|Shakti Kapoor|Madhu Kapoor|Ashalata Wabgaonkar|Jayshree T.|Madan Puri|Rajendra Nath|Prema Narayan|Zahra Merchant|Chitto Chopra|Javed Khan|,"Family, Drama",10.0,4.0
Action|Thriller,Balidaan,Bindu|,"Thriller, Action",0.0,0.0
Drama|Family,Bepanaah,Shashi Kapoor|Mithun Chakraborty|Poonam Dhillon|Rati Agnihotri|Dheeraj Kumar|Kader Khan|Madan Puri|Suresh Oberoi|Paintal|Satyendra Kapoor|Manik Irani|Baby Guddu|Gurbachan Singh|,"Drama, Family",8.0,2.0
Drama|Romance,Bewafai,Rajesh Khanna|Rajinikanth|Padmini Kolhapure|Meenakshi Sheshadri|Tina Ambani|Pran|A.K. Hangal|,"Romance, Drama",0.0,0.0
Comedy|Horror|Thriller,Bhago Bhut Aaya,Ashok Kumar|Aruna Irani|Deven Verma|Shakti Kapoor|Kaajal Kiran|Prema Narayan|Rajesh Behl|,N/A,,
Action|Crime|Thriller,Bhavani Junction,Shashi Kapoor|Shatrughan Sinha|Zeenat Aman|Rati Agnihotri|Prem Chopra|Mahesh Anand|Mazhar Khan|Yusuf Khan|Master Ravi|Sharat Saxena|Deven Verma|,"Action, Adventure",5.0,1.0
Action|Adventure|Crime,Bond 303,Jeetendra|Parveen Babi|,"Thriller, Action",0.0,0.0
Drama,Debshishu,Bijoy Dey|Noni Ganguly|Sadhu Meher|Sunil Mukherjee|Smita Patil|Om Puri|Pranab Kumar Sanyal|Sushaant Sanyal|,Drama,0.0,0.0
Comedy|Drama,Dekha Pyar Tumhara,Kamal Haasan|Rati Agnihotri|Deven Verma|,"Comedy, Drama",0.0,0.0
Romance,Do Dilon Ki Dastaan,Sanjay Dutt|Padmini Kolhapure|Shakti Kapoor|Om Prakash|Arun Govil|Kader Khan|Kaajal Kiran|,Romance,5.0,1.0
Action|Crime,Durgaa,Hema Malini|Raj Babbar|Pran|Rajesh Khanna|Yunus Parvez|Chandrashekhar|,"Action, Crime",6.3,30.0
Drama,Ek Chitthi Pyar Bhari,Raj Babbar|Reena Roy|,,7.25,2.0
Action|Comedy|Drama,Ek Se Bhale Do,Rati Agnihotri|Balwant Dullat|Kumar Gaurav|Shammi Kapoor|Amjad Khan|Guddi Maruti|Monty Nath|Ranjeet|Master Ravi|Parikshat Sahni|Monty Sharma|Gurbachan Singh|Rahul Singh|,,0.0,0.0
Drama|Romance,Faasle,Sunil Dutt|Rekha|Rohan Kapoor|Farha Naaz|Farooq Shaikh|Deepti Naval|Raj Kiran|Sushma Seth|Kanwar Ajeet|Javed Khan|Alok Nath|Huma Khan|Daljit Kaur|Nikita Shah|,"Drama, Family",0.0,0.0
Drama,Damul,Annu Kapoor|Sreela Majumdar|Deepti Naval|,Drama,6.3,3.0
Drama,Ghar Dwaar,Tanuja|Sachin|Raj Kiran|Shoma Anand|Ashok Saraf|Shraddha Verma|Shreeram Lagoo|Jayshree T.|Ashalata Wabgaonkar|Tun Tun|Brahmachari|Coca Cola|Jugnu|Dinesh Hingoo|,,0.0,0.0
Action|Drama,Geraftaar,Kamal Haasan|Poonam Dhillon|Madhavi|Ranjeet|Shakti Kapoor|Kader Khan|Nirupa Roy|Aruna Irani|Rabia Amin|Renu Joshi|Om Shivpuri|Satyendra Kapoor|Pinchoo Kapoor|Sharat Saxena|,"Action, Drama",6.333,6.0
Action,Ghulami,Dharmendra|Mithun Chakraborty|Naseeruddin Shah|Reena Roy|Smita Patil|Anita Raj|Kulbhushan Kharbanda|Raza Murad|Om Shivpuri|Avtar Gill|Bharat Kapoor|Rajan Haksar|Mazhar Khan|Sulochana Latkar|,"Action, Drama",7.333,3.0
Crime|Drama,Haqeeqat,Asrani|Raj Babbar|Beena Banerjee|Bindu|Birbal|Chandrashekhar|Prem Chopra|Leena Das|C.S. Dubey|Dulari|Dinesh Hingoo|Jeetendra|Bharat Kapoor|Pinchoo Kapoor|,"Crime, Drama",0.0,0.0
Comedy,Hoshiyar,Jeetendra|Shatrughan Sinha|,,4.0,1.0
Comedy|Family|Musical,Hum Dono,Rajesh Khanna|Hema Malini|Reena Roy|Johnny Walker|Jagdeep|Mukri|Mohan Choti|Om Shivpuri|Roopesh Kumar|Keshto Mukherjee|Asit Kumar Sen|Shubha Khote|Birbal|Dinesh Hingoo|,"Comedy, Romance, Music",0.0,0.0
Crime|Mystery|Thriller,Insaaf Main Karoonga,Rajesh Khanna|Padmini Kolhapure|Tina Ambani|Shakti Kapoor|Joy Mukherjee|Aruna Irani|Om Shivpuri|Tej Sapru|Chandrashekhar|Bob Christo|Mohan Choti|Leena Das|Akela Singh|,,6.0,1.0
Drama|Thriller,Hum Naujawan,Dev Anand|Bunty Behl|Richa Sharma|Anupam Kher|Zarina Wahab|Atlee Brar|Tabu|Shreeram Lagoo|Ramesh Deo|Leena Das|Pinchoo Kapoor|Bharat Kapoor|Dinesh Hingoo|Tabassum|,,0.0,1.0
Action,Jaan Ki Baazi,Sanjay Dutt|Anita Raj|Anuradha Patel|Gulshan Grover|Shafi Inamdar|Dan Dhanoa|Goga Kapoor|Manik Irani|Swaroop Sampat|Rakesh Bedi|,,10.0,1.0
Comedy,Jhoothi,Rekha|Raj Babbar|Amol Palekar|Supriya Pathak|Deven Verma|Prema Narayan|Madan Puri|Gopi Desai|Goga Kapoor|Rasik Dave|Shammi|Dina Pathak|Manmauji|Suresh Chatwal|,"Drama, Comedy",4.5,2.0
Romance|Sport,Kabhie Ajnabi The,Poonam Dhillon|Sandeep Patil|Debashree Roy|Iftekhar|Ram P. Sethi|Ramesh Deo|Seema Deo|Narendra Nath|Syed Kirmani|Birbal|Jugnu|Inderjit Ahuluwalia|Chunnu Mehra|Raj Anand|,N/A,,
Drama|Family|Romance,Jaanoo,Jackie Shroff|Kushboo|Rati Agnihotri|Saeed Jaffrey|Sulabha Deshpande|Anupam Kher|Beena Banerjee|Iftekhar|Yunus Parvez|,,10.0,1.0
Action|Drama,Karishma Kudrat Kaa,Rati Agnihotri|Urmila Bhatt|Mithun Chakraborty|Dharmendra|Deep Dhillon|Dinesh Hingoo|Saeed Jaffrey|Jankidas|Shakti Kapoor|Padma Khanna|Raj Kishore|Praveen Kumar|Lalita Kumari|Makarnai|,"Action, Drama",5.5,4.0
Drama|Family,Lava,Raj Babbar|Dimple Kapadia|Asha Parekh|Rajiv Kapoor|Kulbhushan Kharbanda|Rajendra Nath|Madan Puri|Narendra Nath|Sudhir|Vikas Anand|Rama Vij|Geeta Khanna|,"Animation, Family",7.28,1044.0
Drama|Romance,Lover Boy,Rajiv Kapoor|Meenakshi Sheshadri|Anita Raj|Tanuja|Om Shivpuri|Monty Sharma|Kader Khan|,Comedy,4.976,21.0
Action,Maa Kasam,Mithun Chakraborty|Divya Rana|Ranjeet|Amjad Khan|Pran|Sushma Seth|Sharat Saxena|Surendra Pal|Ram Mohan|Manik Irani|Shalu|Viju Khote|Sunder|Birbal|,"Comedy, Romance, Drama, Family",0.0,0.0
Action|Drama|Romance,Mard,Amitabh Bachchan|Amrita Singh|Nirupa Roy|Dara Singh|Prem Chopra|Goga Kapoor|Kamal Kapoor|Bob Christo|Manik Irani|Satyendra Kapoor|Seema Deo|Helena|Moti|Dan Dhanoa|,"Action, Drama, History",6.0,15.0
Action|Adventure|Fantasy,Maha Shaktimaan,Raj Babbar|Meenakshi Sheshadri|Kim|Ranjeet|Jayamalini|Danny Denzongpa|,,0.0,0.0
Action|Comedy|Crime,Mahaguru,Gulshan Grover|Shafi Inamdar|Jeetendra|Kader Khan|Shubha Khote|Raj Kishore|Rajinikanth|Rakesh Roshan|Nirupa Roy|Meenakshi Sheshadri|,,0.0,0.0
Mystery|Thriller,Khamosh,Shabana Azmi|Amol Palekar|Sudhir Mishra|Soni Razdan|Sadashiv Amrapurkar|Noni Ganguly|Sushma Seth|Chitto Chopra|Shakti Singh|Pankaj Kapur|Ajit Vachani|Uday Chandra|Avtar Gill|Virendra Saxena|,"Horror, Mystery, Thriller",7.1,4.0
Action,Karm Yudh,Mithun Chakraborty|Anita Raj|Pran|Amrish Puri|Parveen Babi|Asha Sachdev|Bharat Kapoor|Tej Sapru|Dheeraj Kumar|Ashalata Wabgaonkar|Sudhir Dalvi|Rabia Amin|Kumud Chuggani|,N/A,,
Drama,Nasoor,Om Puri|Priya Tendulkar|Sadashiv Amrapurkar|Achyut Potdar|K.K. Raina|Arun Bakshi|Vijay Kashyap|Kamini Bhatia|Reema Lagoo|Shivraj|Julie|Ashok Banthia|Shashi Bala|Rajeev|,Drama,0.0,0.0
Drama,Massey Sahib,Raghuvir Yadav|Barry John|Arundhati Roy|Virendra Saxena|Jacqueline Garewal|Madan Lal|Sudhir Kulkarni|Francis King|James Ure|Lalu Ram|,Drama,0.0,0.0
Action,Mera Jawab,Jackie Shroff|Meenakshi Sheshadri|Shakti Kapoor|Gulshan Grover|Shiva Rindani|Parikshat Sahni|Satyendra Kapoor|Tyagaraaju|Kiran|Parvez|Satyanarayana|Pooja Saxena|Devi|Vijayalaxmi|,"Drama, Action",0.0,0.0
Drama,Mera Saathi,Jeetendra|Jaya Prada|Rajiv Kapoor|Mandakini|Shakti Kapoor|,Horror,0.0,0.0
Drama|Family,Meraa Ghar Mere Bachche,Raj Babbar|Smita Patil|Meenakshi Sheshadri|Vijayendra Ghatge|Arvind Deshpande|Sushma Seth|Leela Mishra|Asrani|Dinesh Hingoo|Aruna Irani|Birbal|Raja Bundela|Javed Khan|Madhu Malhotra|,"Drama, Family",4.8,33.0
Romance,Mohabbat,Anil Kapoor|Vijayata Pandit|Aruna Irani|Amjad Khan|Amrish Puri|Shakti Kapoor|Shubha Khote|Asit Kumar Sen|Shammi|,Romance,6.3,4.0
Drama,Meri Jung,Anil Kapoor|Girish Karnad|Nutan|Amrish Puri|Meenakshi Sheshadri|Kushboo|,Drama,7.417,6.0
Drama,Phaansi Ke Baad,Shatrughan Sinha|Hema Malini|Shakti Kapoor|Amrish Puri|Jagdeep|,"Drama, Thriller",9.75,2.0
Action|Crime|Drama,Paisa Yeh Paisa,Bindu|Gulshan Grover|Pinchoo Kapoor|Satyendra Kapoor|Huma Khan|Shashi Kiran|Nutan|Paintal|Amrish Puri|Shammi|Meenakshi Sheshadri|Om Shivpuri|Jackie Shroff|,,0.0,0.0
Comedy|Drama|Romance,Pighalta Aasman,Shashi Kapoor|Rakhee Gulzar|Rati Agnihotri|Deven Verma|A.K. Hangal|Leela Mishra|Sudhir Pandey|Master Ravi|Sushma Seth|Sunder Taneja|Sardar Akhtar|Birbal|Chash Fida|Ratna Farooq|,Romance,10.0,2.0
Drama|Family,Oonche Log,Rajesh Khanna|Salma Agha|Pradeep Kumar|Danny Denzongpa|Prem Chopra|Priti Sapru|Deven Verma|Pinchoo Kapoor|,"Comedy, Drama, Family",6.2,5.0
Drama|Fantasy,Pataal Bhairavi,Jeetendra|Jaya Prada|Pran|Amjad Khan|Kader Khan|Asrani|Shakti Kapoor|Bindu|Nirupa Roy|Dimple Kapadia|Viju Khote|Prema Narayan|Silk Smitha|Shoma Anand|,"Fantasy, Drama",0.0,0.0
Family|Romance,Pyar Jhukta Nahin,Mithun Chakraborty|Padmini Kolhapure|Danny Denzongpa|Bindu|Master Vicky|Madhu Malini|Sudha Chopra|Vikas Anand|R. Sharda|Seema Deo|Ratna Bhooshan|Chaman Puri|Darshan|Sarita Devi|,,8.333,3.0
Action|Comedy|Drama,Pyari Behna,Mithun Chakraborty|Padmini Kolhapure|Tanvi Azmi|Vinod Mehra|Deven Verma|Shakti Kapoor|,"Action, Comedy, Drama",6.0,1.0
Drama|Musical|Romance,Ram Teri Ganga Maili,Rajiv Kapoor|Mandakini|Divya Rana|Saeed Jaffrey|Kulbhushan Kharbanda|Raza Murad|Sushma Seth|Trilok Kapoor|Krishan Dhawan|Vishwa Mehra|Urmila Bhatt|Gita Siddharth|A.K. Hangal|Gautam Sarin|,"Drama, Music, Romance",6.3,10.0
Comedy|Drama,Rao Saheb,Arvind Gadgil|Chandrakant Gokhale|Vasant Ingle|Pushkar Jog|Mangesh Kalharni|Anupam Kher|Vijaya Mehta|Nilu Phule|Tanvi|,"Comedy, Drama",0.0,0.0
Comedy|Drama,Masterji,Rajesh Khanna|Sridevi|Anita Raj|Kader Khan|Shakti Kapoor|Aruna Irani|Asrani|Shyama|Om Shivpuri|Jayshree Gadkar|,"Romance, Music",6.5,2.0
Drama|Romance,Saagar,Rishi Kapoor|Kamal Haasan|Dimple Kapadia|Nadira|Saeed Jaffrey|Madhur Jaffrey|A.K. Hangal|Shafi Inamdar|Sudhir Pandey|Satish Kaushik|Kiran Vairale|Lilliput|Goga Kapoor|Sharat Saxena|,"Romance, Drama",6.5,14.0
Drama,Saaheb,Rakhee Gulzar|Anil Kapoor|Amrita Singh|Utpal Dutt|Deven Verma|Biswajit Chatterjee|Vijay Arora|A.K. Hangal|Pinchoo Kapoor|Dilip Dhawan|Satyendra Kapoor|Suresh Chatwal|Rajni Bala|Nandita Thakur|,Drama,7.333,3.0
Drama,Sarfarosh,Asrani|Bharat Bhushan|Bindu|Leena Chandavarkar|Prem Chopra|Bob Christo|Leena Das|Jeetendra|Satyendra Kapoor|Kader Khan|Shreeram Lagoo|Pran|Ranjeet|Nirupa Roy|,Romance,0.0,0.0
Drama,Sanjog,Jeetendra|Jaya Prada|Vinod Mehra|Aruna Irani|Asrani|Arvind Deshpande|Agha|Mini Tabassum|Bharti Achrekar|Yunus Parvez|Goga Kapoor|,Drama,6.0,2.0
Action|Adventure|Fantasy,Shiva Ka Insaaf,Jackie Shroff|Poonam Dhillon|Vinod Mehra|Mazhar Khan|Parikshat Sahni|Shakti Kapoor|Gulshan Grover|Satish Kaul|Nandita Thakur|,Action,4.0,2.0
Comedy|Drama|Romance,Tawaif,Ashok Kumar|Rishi Kapoor|Rati Agnihotri|Poonam Dhillon|Deepak Parashar|Asrani|Sushma Seth|Shammi|Yunus Parvez|Achala Nagar|Sunita Singh|Iftekhar|Ashalata Wabgaonkar|Ashok Sharma|,,1.0,1.0
Drama,Ram Tere Kitne Naam,Sanjeev Kumar|Rekha|Prem Chopra|Lalita Pawar|Narendra Nath|Sudhir|Yunus Parvez|T.P. Jain|Jagdish Raj|Raj Tilak|Chandrashekhar|Kirti Kumar|Ranvir Raj|Amarnath Mukherjee|,N/A,,
Comedy,Ulta Seedha,Raj Babbar|Rati Agnihotri|Aruna Irani|Deven Verma|Shubha Khote|Madan Puri|Utpal Dutt|Agha|Dalip Tahil|Dinesh Thakur|,Comedy,8.0,1.0
Drama,Trikal,Leela Naidu|Neena Gupta|Anita Kanwar|Soni Razdan|Dalip Tahil|K.K. Raina|Kunal Kapoor|Keith Stevenson|Salim Ghouse|Ila Arun|Jayant Kripalani|Akash Khurana|Lucky Ali|Sushma Prakash|,Comedy,3.6,8.0
Action|Crime|Drama,Teri Meherbaniyan,Jackie Shroff|Poonam Dhillon|Raj Kiran|Swapna|Asrani|Satyendra Kapoor|Sadashiv Amrapurkar|Amrish Puri|Master Vicky|Vikas Anand|Naval Kumar|Radheshyam|Bharat Bhushan Bhatt|Ashok Saxena|,"Action, Crime, Drama",6.5,8.0
Action,Yaadon Ki Kasam,Mithun Chakraborty|Zeenat Aman|Shakti Kapoor|Asrani|Madan Puri|Sudhir Dalvi|Ashalata Wabgaonkar|Yunus Parvez|Viju Khote|Yasmin|Nitin Sethi|Nadeem Baig|Nellu Arora|Dinkar Chowdhry|,,7.5,2.0
Action|Crime|Drama,Yudh,Jackie Shroff|Anil Kapoor|Tina Ambani|Nutan|Danny Denzongpa|Deven Verma|Pran|Hema Malini|Manmohan Krishna|Shatrughan Sinha|Iftekhar|Madan Puri|Bharat Bhushan|Satyendra Kapoor|,,5.9,4.0
Action|Crime|Drama,Zamana,Rajesh Khanna|Rishi Kapoor|Poonam Dhillon|Ranjeeta Kaur|Girish Karnad|Ashalata Wabgaonkar|Kulbhushan Kharbanda|Om Puri|Piloo J. Wadia|Satyendra Kapoor|Sharat Saxena|Mac Mohan|Yunus Parvez|Gurbachan Singh|,,0.0,0.0
Action|Drama,Zabardast,Sanjeev Kumar|Sunny Deol|Rajiv Kapoor|Jaya Prada|Rati Agnihotri|Amrish Puri|Tanuja|Kulbhushan Kharbanda|Tariq|Rajendra Nath|Feroz|Ravindra Kapoor|Tabassum|Gita Siddharth|,"Drama, Action",7.0,4.0
Action|Crime|Drama,Zulm Ka Badla,Rakesh Roshan|Anita Raj|,"Action, Crime, Drama",0.0,0.0
Action|Drama,Aaj Ka M.L.A. Ram Avtar,Rajesh Khanna|Shabana Azmi|Deven Verma|Madan Puri|A.K. Hangal|Satyendra Kapoor|Madhukar|Om Shivpuri|Jagdeep|Shubha Khote|Viju Khote|Mohan Choti|Birbal|Manmauji|,,4.0,1.0
Action|Crime|Drama,Aaj Ki Awaaz,Raj Babbar|Smita Patil|Rashmi Chauhan|Dalip Tahil|Shafi Inamdar|Nana Patekar|Vijay Arora|Dheeraj Kumar|Iftekhar|Om Shivpuri|Chandrashekhar|Urmila Bhatt|Ashalata Wabgaonkar|Deepak Qazir|,N/A,,
Drama,Aan Aur Shaan,Rishi Kapoor|Moushumi Chatterjee|Shammi Kapoor|Dara Singh|Ravindra Kapoor|Satyendra Kapoor|Ranjeet|Jeevan|,,0.0,0.0
Drama|Mystery,Aasmaan,Mukul Agarwal|Tina Ambani|Bhola|Birbal|Arun Govil|Dinesh Hingoo|Peace Kanwal|Rajiv Kapoor|Trilok Kapoor|Raj Kishore|Roopesh Kumar|Divya Rana|Sarika|Sharat Saxena|,"Drama, Mystery",0.0,0.0
Comedy,Ab Ayega Mazaa,Ravi Baswani|Raja Bundela|Pavan Malhotra|Rajesh Puri|Anita Raj|Farooq Shaikh|Girja Shankar|Gyan Shivpuri|,Comedy,7.2,2.0
Drama,Abodh,Mohan Choti|Sheela David|Madhuri Dixit|Dinesh Hingoo|Leela Mishra|Rajshri Nair|Tapas Pal|Savita Prabhune|Sunder Purohit|Ashok Saraf|Sheela Sharma|,"Family, Drama",6.0,1.0
Action|Drama,All Rounder,Kumar Gaurav|Rati Agnihotri|Vinod Mehra|Shakti Kapoor|,,0.0,0.0
Drama|Family|Romance,Anand Aur Anand,Dev Anand|Suneil Anand|Raj Babbar|Rakhee Gulzar|Smita Patil|Natasha Sinha|Rakesh Bedi|Biswajit Chatterjee|,,3.5,2.0
Action|Thriller,Andar Baahar,Anil Kapoor|Jackie Shroff|Danny Denzongpa|Moon Moon Sen|Parikshat Sahni|Kim|Gulshan Grover|,"Action, Thriller",3.333,3.0
Drama|Thriller,Andhi Gali,Deepti Naval|,"Drama, Thriller",0.0,0.0
Drama|Family|Romance,Asha Jyoti,Rajesh Khanna|Reena Roy|Rekha|Madan Puri|Om Shivpuri|Dina Pathak|Ashalata Wabgaonkar|Asrani|Roopesh Kumar|Roohi Berde|Smriti Wariyar|,Thriller,0.0,0.0
Action|Crime|Drama,Awaaz,Rajesh Khanna|Jaya Prada|Rakesh Roshan|Suresh Oberoi|Prem Chopra|Madan Puri|Amrish Puri|Iftekhar|Supriya Pathak|Beena Banerjee|Leena Das|Monty Nath|Sudhir|,,6.625,4.0
Drama,Bhavna,Shabana Azmi|Marc Zuber|Saeed Jaffrey|Rohini Hattangadi|Vikas Anand|Hansu Mehta|Kanwaljit Singh|Satish Shah|Ashalata Wabgaonkar|Rajesh Puri|Somesh Agarwal|Vimal Verma|Jeetendra S.B.|Ameer|,,0.0,0.0
Action|Drama,Thaayillamal Naan Illai,Kamal Haasan|Sridevi|Rajinikanth|Thengai Srinivasan|Major Sundarrajan|,"Family, Drama",6.0,1.0
Adventure|Crime|Thriller,Dharm Aur Qanoon,Rajesh Khanna|Dharmendra|Vinod Mehra|Asha Parekh|Danny Denzongpa|Jaya Prada|Supriya Pathak|Iftekhar|Om Shivpuri|Mazhar Khan|Paresh Rawal|Manmohan Krishna|Ram Mohan|Dheeraj Kumar|,,0.0,0.0
Comedy|Family,Bindiya Chamkegi,Rekha|Vinod Mehra|Johnny Walker|Dina Pathak|Master Bhagwan|Amjad Khan|Shoma Anand|Mazhar Khan|Shekhar Kapur|,,2.0,1.0
Action|Drama|Sport,Boxer,Tanuja|Mithun Chakraborty|Rati Agnihotri|Sharat Saxena|Parikshat Sahni|Iftekhar|Sujit Kumar|Sudhir|Gurbachan Singh|Baby Pinky|Shekhar Purohit|Azaad Irani|Jagdish Raj|Sunder Taneja|,"Action, Drama",0.0,0.0
Action|Drama,Duniya,Ashok Kumar|Dilip Kumar|Rishi Kapoor|Amrita Singh|Prem Chopra|Amrish Puri|Pran|Satyendra Kapoor|Mac Mohan|Javed Khan|Arvind Deshpande|Sulabha Deshpande|Akbar|Dhumal|,,7.0,2.0
Drama,Ek Nai Paheli,Raaj Kumar|Hema Malini|Kamal Haasan|Padmini Kolhapure|Suresh Oberoi|Mehmood|C.S. Dubey|Rajkishore Rana|Anand|N.S. Bedi|Asha Sachdev|Chitra|Rajee|Rakesh Bedi|,"Romance, Family, Drama",6.0,2.0
Comedy|Drama|Family,Haisiyat,Jeetendra|Jaya Prada|Pran|Shakti Kapoor|Rohini Hattangadi|Kader Khan|Raza Murad|Bhushan Tiwari|Viju Khote|Prem Kumar|Pilla Srinivas|Satyendra Kapoor|Jayshree T.|,"Action, Drama, Romance",0.0,0.0
Action|Drama,Gangvaa,Rajinikanth|Shabana Azmi|Sarika|Suresh Oberoi|Kader Khan|Amrish Puri|,"Action, Romance, Thriller",7.833,3.0
Crime,Hanste Khelte,Mithun Chakraborty|Zarina Wahab|Vijayendra Ghatge|Rakesh Roshan|Asha Sachdev|,Crime,6.5,2.0
Action|Drama|Thriller,Inquilaab,Amitabh Bachchan|C.S. Dubey|Utpal Dutt|Iftekhar|Shafi Inamdar|T.P. Jain|Pinchoo Kapoor|Satyendra Kapoor|Shakti Kapoor|Kader Khan|Viju Khote|Ram Mohan|Purnima|Jagdish Raj|,Action,5.4,5.0
Comedy|Drama,Holi,Ashutosh Gowariker|Aamir Khan|Rahul Ranade|Sanjeev Gandhi|Manoj Pandya|Amole Gupte|Naseeruddin Shah|Om Puri|Shreeram Lagoo|Deepti Naval|Paresh Rawal|Mohan Gokhale|Raju Barot|Deepak Kejriwal|,"Drama, Romance",4.0,1.0
Action|Drama,Insaaf Kaun Karega,Dharmendra|Rajinikanth|Jaya Prada|Madhavi|Shakti Kapoor|Amrish Puri|Pran|Bindu|Rohini Hattangadi|Gulshan Grover|Sarla Yeolekar|Vikas Anand|Bob Christo|Jack Gaud|,,9.75,2.0
Drama|Family,Jaag Utha Insan,Mithun Chakraborty|Sridevi|Rakesh Roshan|Deven Verma|Sujit Kumar|,"Romance, Drama, Family",0.0,0.0
